id,date,user,pc,activity
{X9Y9-H5ZZ89QG-9687XHNU},2011-05-02 07:45:00,JHF0480,PC-7373,Logon
{Z3Z9-K8FG88XS-6226CJDQ},2011-05-02 07:45:00,JIG1936,PC-9383,Logon
{S3B7-G7SK76PS-8857JPIP},2011-05-02 07:45:00,JKG3329,PC-2898,Logon
{R4H7-P7WB04WX-7567FBGC},2011-05-02 07:45:00,KCM1893,PC-9116,Logon
{D1C8-M9UB18OY-6888JHAF},2011-05-02 07:45:00,KCW3064,PC-7812,Logon
{X5Y9-S8FY63FZ-1754UZCO},2011-05-02 07:45:00,KNH0316,PC-8324,Logon
{A3V5-P4DA33JQ-3305GYCT},2011-05-02 07:45:00,KSB1599,PC-4913,Logon
{U8R4-K4QD88NZ-3002TGRX},2011-05-02 07:45:00,KVW0814,PC-0680,Logon
{I9E8-N2GV10MU-5638ENIK},2011-05-02 07:45:00,LCM1480,PC-9864,Logon
{P2C2-I8RZ86UZ-6757OSNS},2011-05-02 07:45:00,LFF1887,PC-8154,Logon
{L0A6-A0LM65LI-1707BGEK},2011-05-02 07:45:00,LNK3345,PC-5649,Logon
{Q8X4-Z5LD82ML-9515VEAY},2011-05-02 07:45:00,LRS1168,PC-5678,Logon
{N3Y2-Y6UZ99EC-2639LYIH},2011-05-02 07:45:00,LTR1729,PC-9695,Logon
{F2P3-H2AG26RE-4997UEGP},2011-05-02 07:45:00,MBH1370,PC-5060,Logon
{K1O3-Z5RR19MP-3807OKFV},2011-05-02 07:45:00,MCB2802,PC-0094,Logon
{Q5G6-A8GX42SF-5680QFUY},2011-05-02 07:45:00,MCT0424,PC-7236,Logon
{X7E5-C1JI04HO-8384PFCG},2011-05-02 07:45:00,MDH0211,PC-5017,Logon
{Q1Y7-C2HC94GJ-3742YEVN},2011-05-02 07:45:00,MDH1924,PC-8655,Logon
{U6H1-N0ZV00IL-3801DEMA},2011-05-02 07:45:00,MEA3886,PC-3897,Logon
{X8K5-E0MZ46YP-6247URTK},2011-05-02 07:45:00,MJP2421,PC-0047,Logon
{T4N7-G0EK02WD-0109EGQX},2011-05-02 07:45:00,MKM1993,PC-0770,Logon
{Q0O2-V3OL55AP-9474UMSV},2011-05-02 07:45:00,MTP2675,PC-5798,Logon
{M1M1-Y4UY90JJ-1305AUHX},2011-05-02 07:45:00,NBW2810,PC-6065,Logon
{Z3O7-Y6LF56AM-2048SOAN},2011-05-02 07:45:00,NCS3577,PC-2453,Logon
{O9J4-W8BN84CV-9637UJUV},2011-05-02 07:45:00,PHH1524,PC-9583,Logon
{S4I5-F5BG78FB-8439ROWX},2011-05-02 07:45:00,REJ2666,PC-9016,Logon
{V2P4-W5SL91JZ-0326MLZW},2011-05-02 07:45:00,RND1473,PC-4949,Logon
{U2F0-Y3UE10CZ-7034XKJX},2011-05-02 07:45:00,ROB2744,PC-4615,Logon
{V5V2-T1MH86ZB-2213VKQL},2011-05-02 07:45:00,SAB0817,PC-3926,Logon
{L4V1-L8LK62VX-7181KBUZ},2011-05-02 07:45:00,SJN1601,PC-6440,Logon
{L2B3-D3RD53QQ-0715SGVT},2011-05-02 07:45:00,SKM3058,PC-4802,Logon
{K4W7-Q9CH38MP-6637LQRP},2011-05-02 07:45:00,TAB1870,PC-8355,Logon
{A1S0-D4NN05WF-6057IPTI},2011-05-02 07:45:00,TCN1687,PC-8503,Logon
{F1N8-G8CY78ED-6559GAKH},2011-05-02 07:45:00,THC2752,PC-5464,Logon
{E5X7-H6RK30RF-1487AJSH},2011-05-02 07:45:00,THH2751,PC-1098,Logon
{Y4A4-X3MN18ZL-0845PVZZ},2011-05-02 07:45:00,THM1021,PC-4225,Logon
{B4U7-K4XR70EL-9902OJWL},2011-05-02 07:45:00,TIE1175,PC-9845,Logon
{P2A8-N7KO48NU-7788OIAK},2011-05-02 07:45:00,TJS3067,PC-5461,Logon
{G2E5-F6OX71BJ-7992OAGN},2011-05-02 07:45:00,TKP0210,PC-3482,Logon
{L0X6-G6MQ14OW-6147SSJD},2011-05-02 07:45:00,UMH1532,PC-4307,Logon
{Q0I0-O1PY65VU-2018TBPL},2011-05-02 07:45:00,UXC1495,PC-6573,Logon
{F0E4-C3JM75IQ-7507AMRO},2011-05-02 07:45:00,WCP2123,PC-6600,Logon
{Z1R5-M9AB72XF-1834VLQJ},2011-05-02 07:45:57,WAL0050,PC-1595,Logoff
{Y0M3-K3SE38BV-6239GJTH},2011-05-02 07:46:00,AAB0162,PC-6599,Logon
{E1H6-N1ZV04JN-6728ZVON},2011-05-02 07:46:00,AAD2188,PC-1029,Logon
{Y9I0-Q6BF57GZ-2759IIOP},2011-05-02 07:46:00,ABP2003,PC-5254,Logon
{V2O0-W8OI90XY-8009KQFT},2011-05-02 07:46:00,ARC2809,PC-1194,Logon
{S2V2-K5OT46MM-8500VLHG},2011-05-02 07:46:00,AVH3584,PC-3719,Logon
{W9N8-U6UD23RL-4876FHNU},2011-05-02 07:46:00,BGR1991,PC-6061,Logon
{N8G0-R0SN65WV-9098KKQD},2011-05-02 07:46:00,CAR2748,PC-1078,Logon
{C1M0-G7PD58SK-1172PJGR},2011-05-02 07:46:00,CCT0020,PC-6898,Logon
{U7M1-O6DG24XN-2790RREW},2011-05-02 07:46:00,CJM0273,PC-3471,Logon
{L5E7-G6IZ49II-5616DLSJ},2011-05-02 07:46:00,CNP1183,PC-4745,Logon
{J5V3-B1OS62IL-1257FZWJ},2011-05-02 07:46:00,DBV2736,PC-5302,Logon
{Y5X8-J3TM83IZ-4773BJPO},2011-05-02 07:46:00,DCR1531,PC-6598,Logon
{S0Z1-O0IK10DO-5247XLRY},2011-05-02 07:46:00,DEP0163,PC-2217,Logon
{Y9I3-A3WA83IB-4217IKJW},2011-05-02 07:46:00,DFP3615,PC-5402,Logon
{H5R6-X3VO23NX-5408YKFH},2011-05-02 07:46:00,DJH0971,PC-0529,Logon
{W1Y3-N6QQ97IM-4364VMXB},2011-05-02 07:46:00,EGB3624,PC-6624,Logon
{N2P7-N6SR73GC-6850DPHK},2011-05-02 07:46:00,EKV3321,PC-7005,Logon
{P5H7-B4QR54QD-7209DIJL},2011-05-02 07:46:00,EMC2757,PC-3916,Logon
{C1U1-Y3HK48CR-5530LCNM},2011-05-02 07:46:00,EVO1522,PC-2923,Logon
{K6D6-S8SP63AS-4659ZZRZ},2011-05-02 07:46:00,FSM0056,PC-5713,Logon
{I7J7-T2XV91PE-9933EESG},2011-05-02 07:46:00,GFP2144,PC-0448,Logon
{O2E7-C0OU91QR-4898VUWI},2011-05-02 07:46:00,GRL3110,PC-5062,Logon
{B2O7-I8MG76KA-1815VHVT},2011-05-02 07:46:00,GYM1926,PC-3587,Logon
{U7X7-U4FA60FR-2734GMQO},2011-05-02 07:46:00,HAP3000,PC-1477,Logon
{R3I2-S5DZ63EY-6306IXIQ},2011-05-02 07:46:00,HBD1371,PC-3924,Logon
{Q5A5-C8RR07QP-6296CDHT},2011-05-02 07:46:00,HCH3338,PC-1040,Logon
{K2Q5-K8FQ63KG-0220ETZJ},2011-05-02 07:46:00,HCS2231,PC-0563,Logon
{M4S2-Y8SZ06LU-9333OJYT},2011-05-02 07:46:00,HKT1778,PC-9126,Logon
{P4P0-M8JT09EE-1647VGDK},2011-05-02 07:46:00,IAR1895,PC-7439,Logon
{N7G1-Z2UG25TT-0659YZHP},2011-05-02 07:46:00,IMM2118,PC-6059,Logon
{B8E3-Q5GT45WN-1628QXSV},2011-05-02 07:46:00,INB3109,PC-2613,Logon
{H0D5-X8UD12VP-2101VCUI},2011-05-02 07:46:00,JJH1389,PC-3684,Logon
{T1E1-E6YW44QZ-5872HTRU},2011-05-02 07:46:00,JOC3621,PC-0329,Logon
{L8N4-L6AF52UE-2636BVCY},2011-05-02 07:46:00,KAW3589,PC-9274,Logon
{D1S7-P5DI41IC-1574ADZL},2011-05-02 07:46:00,KDC1487,PC-5727,Logon
{W7E9-T9QE24NS-8719WONA},2011-05-02 07:46:00,KGR2815,PC-5951,Logon
{L0J6-G6YF10AV-1132PVOR},2011-05-02 07:46:00,KKC2119,PC-9925,Logon
{C8C9-T4FZ40UC-9609JJJQ},2011-05-02 07:46:00,KKM0624,PC-9767,Logon
{A5K6-X6OX63DZ-3581JMTW},2011-05-02 07:46:00,KLH0276,PC-9418,Logon
{L9L6-O9VL89HK-8599OXLC},2011-05-02 07:46:00,LMZ1501,PC-2386,Logon
{M8K8-H3HG45ON-7875CJDH},2011-05-02 07:46:00,LQJ3060,PC-6784,Logon
{B4M1-F3CN75OO-2629WVZH},2011-05-02 07:46:00,NCS0425,PC-5080,Logon
{U2H8-L9MO53IS-0478QRAA},2011-05-02 07:46:00,NRN1312,PC-8944,Logon
{H9F5-U5BU64NQ-7345ENRR},2011-05-02 07:46:00,OKG1889,PC-6310,Logon
{V1G3-A2QP50YU-6365ULCW},2011-05-02 07:46:00,OQL3890,PC-4417,Logon
{Y7S6-K7GO37QU-6264LGUB},2011-05-02 07:46:00,PHO1937,PC-2200,Logon
{M5J3-A5NN03AL-9493FCSH},2011-05-02 07:46:00,PMG0284,PC-8368,Logon
{G7T1-K6TI23CA-1415HINK},2011-05-02 07:46:00,PMG1376,PC-5626,Logon
{J1Q4-G0ND82XT-2660UBUS},2011-05-02 07:46:00,QBH3579,PC-6412,Logon
{Z2T0-A7QG24MF-6120WPOM},2011-05-02 07:46:00,QCB1360,PC-4135,Logon
{D6W2-I1DC29SN-3052IKWL},2011-05-02 07:46:00,RAI1483,PC-8131,Logon
{D1M0-L1LK61MD-9273AVFO},2011-05-02 07:46:00,RDP2116,PC-6534,Logon
{E7E7-X3US17ED-1740YVNF},2011-05-02 07:46:00,RJS3479,PC-9058,Logon
{O1O4-I4JM55VN-0346AAMV},2011-05-02 07:46:00,RPS3617,PC-5963,Logon
{T3L6-L8PV50VK-0866KVEO},2011-05-02 07:46:00,SGK1941,PC-9704,Logon
{S5I3-A1EG53NK-8520FGZM},2011-05-02 07:46:00,SKB3336,PC-5672,Logon
{A2Y4-P6JQ38HW-9127OWSP},2011-05-02 07:46:00,SML1923,PC-7184,Logon
{P4M9-L5PA46VJ-8671PQFF},2011-05-02 07:46:00,SRH3590,PC-0982,Logon
{A0Y4-J6KI48IH-1534XHGK},2011-05-02 07:46:00,TJP2817,PC-3059,Logon
{B7Q9-G0UH53AZ-1200JWTV},2011-05-02 07:46:00,TRS3323,PC-4940,Logon
{S1Z3-Y0NS67GH-7807PXTN},2011-05-02 07:46:00,ULP1169,PC-5119,Logon
{N1Y3-D9CJ34CH-4719AQOK},2011-05-02 07:46:00,WAR1374,PC-7982,Logon
{I3V2-O5FN15XC-6059AHVE},2011-05-02 07:46:00,WBE0967,PC-4844,Logon
{C7Z9-O6UZ77NQ-4940ENAB},2011-05-02 07:46:00,WBS3870,PC-2098,Logon
{Q6T8-T8FW49RU-1004SXDA},2011-05-02 07:46:00,WDD2677,PC-5115,Logon
{S9J6-G8UK17FW-5379AUBQ},2011-05-02 07:46:00,WJW3627,PC-7479,Logon
{X6C5-O5JY05KO-1595KQWG},2011-05-02 07:46:00,WRM2803,PC-3968,Logon
{P1W9-N5UH32XG-4768QCVP},2011-05-02 07:46:00,XJM3874,PC-7831,Logon
{C2D7-I6LH04GS-1209IOIF},2011-05-02 07:46:00,ZHB1392,PC-7018,Logon
{R5T7-J2RC27ZE-8914WIVQ},2011-05-02 07:46:00,ZOO1613,PC-8852,Logon
{Z8U3-N9FJ19MM-3134KFFM},2011-05-02 07:46:00,ZZO2997,PC-3120,Logon
{R6R1-J8IS29SQ-0662PKDP},2011-05-02 07:46:15,CWR0043,PC-6377,Logoff
{B5O4-X4CR18AH-8224GDGI},2011-05-02 07:47:00,ACV1946,PC-5274,Logon
{G7J0-T5QF69VJ-1265WUHW},2011-05-02 07:47:00,ADM1894,PC-5313,Logon
{Q4M0-Y8BV65XS-1514TSHX},2011-05-02 07:47:00,AFF1492,PC-3284,Logon
{O2B8-W4PJ39CV-0154TBLP},2011-05-02 07:47:00,ASD3348,PC-9816,Logon
{N5O5-J8YP96BQ-0027MVZG},2011-05-02 07:47:00,BCB0294,PC-3350,Logon
{G1F9-U8PX04GU-2198XCXH},2011-05-02 07:47:00,BKM3611,PC-8589,Logon
{V8N1-M3UU92PQ-9129IDOG},2011-05-02 07:47:00,BSV1499,PC-1805,Logon
{F2S4-C1JI96BG-8022NDBP},2011-05-02 07:47:00,BVD3974,PC-0438,Logon
{C1B0-M7KB84DD-1316ZBNM},2011-05-02 07:47:00,CJH3630,PC-4214,Logon
{X6L1-W9WV04AY-2442LEWJ},2011-05-02 07:47:00,CKG3838,PC-7879,Logon
{X5D1-S2YH70OR-7557QNLB},2011-05-02 07:47:00,CPP0623,PC-6311,Logon
{G6N4-G7JF03MD-4009DVYC},2011-05-02 07:47:00,CSG1600,PC-3135,Logon
{G7H8-E6EG39OA-4693YVOD},2011-05-02 07:47:00,CTC0421,PC-5993,Logon
{O7M5-Y9PU68IZ-9615MEPW},2011-05-02 07:47:00,DAH3324,PC-4140,Logon
{S7H0-D1HA03ZV-5105OHTZ},2011-05-02 07:47:00,DDC0980,PC-4903,Logon
{V9K7-K7CP35BS-5903HDVZ},2011-05-02 07:47:00,DLG2673,PC-0370,Logon
{Y6L1-R9DP41VQ-4912XBUT},2011-05-02 07:47:00,EPW3971,PC-1937,Logon
{S3G2-F8FZ03CL-0689NFFL},2011-05-02 07:47:00,EZB3892,PC-8030,Logon
{D9D2-J0QH35YM-3687NRSG},2011-05-02 07:47:00,FDM1933,PC-1944,Logon
{D7Q3-X1JL05ZD-9715ZTJK},2011-05-02 07:47:00,FDS0810,PC-4138,Logon
{S0E4-H4HB69JJ-7052WQQK},2011-05-02 07:47:00,GAB1885,PC-0390,Logon
{D9D1-U0GX68TA-5360VGPA},2011-05-02 07:47:00,GAW0808,PC-5241,Logon
{S7U8-I6BN73GG-2611EFNT},2011-05-02 07:47:00,GKN0168,PC-2101,Logon
{U2Z4-Z9NE06FF-6171OEJO},2011-05-02 07:47:00,HJR2127,PC-8449,Logon
{Q7S3-U1FJ26PX-4943ZFRP},2011-05-02 07:47:00,HYP1591,PC-6703,Logon
{B0W0-S5CP15IU-9011FYGD},2011-05-02 07:47:00,IAC3581,PC-6516,Logon
{C8E0-H7GA20XU-1902HHNR},2011-05-02 07:47:00,IIM1947,PC-9351,Logon
{Y4Z6-A4CJ07MF-9697MWZG},2011-05-02 07:47:00,IRS1337,PC-1290,Logon
{V1E3-Q3IZ39NE-1381QRXD},2011-05-02 07:47:00,JCC1381,PC-5675,Logon
{B1L2-Z4LQ55GY-5291SQEZ},2011-05-02 07:47:00,JCL0446,PC-6384,Logon
{P2R7-Q5LO18CZ-5501HBAV},2011-05-02 07:47:00,JGM3588,PC-5988,Logon
{J9J5-H3XO93JA-7598FXSX},2011-05-02 07:47:00,JJB1598,PC-8240,Logon
{T5D1-F6XP15GH-5887MFDP},2011-05-02 07:47:00,JLF3346,PC-5599,Logon
{A9D4-K8UB06HJ-5087ESNN},2011-05-02 07:47:00,JLR0632,PC-5476,Logon
{Q7W5-L8NN90HS-5407QDWP},2011-05-02 07:47:00,JRR2745,PC-8704,Logon
{Q5C2-J4WS41WJ-2902YIZD},2011-05-02 07:47:00,KAH2398,PC-6706,Logon
{B6F4-C6WZ02ZT-6507GAVE},2011-05-02 07:47:00,KGB0500,PC-5230,Logon
{I4F9-C2WW95UL-9198LTSW},2011-05-02 07:47:00,KJR1377,PC-6207,Logon
{B1M1-Q4TF83XK-5261SLCD},2011-05-02 07:47:00,KMS1530,PC-8142,Logon
{P6B7-Y8GT63SM-0964PTQO},2011-05-02 07:47:00,KPO3619,PC-6859,Logon
{G0K7-P0KS94HS-3577UUUK},2011-05-02 07:47:00,KRB3120,PC-2945,Logon
{D9H7-R5GP20NZ-9863CZTJ},2011-05-02 07:47:00,LRM1922,PC-4004,Logon
{E9I4-E4TK62EI-1817GWJA},2011-05-02 07:47:00,LVH1790,PC-7682,Logon
{J9V5-S1PJ08UO-8389RLUC},2011-05-02 07:47:00,MAY0978,PC-4093,Logon
{F9L5-E4MI84PG-7466EQUK},2011-05-02 07:47:00,MBS1375,PC-4798,Logon
{H0E1-U2DW76UX-0716CZUM},2011-05-02 07:47:00,MCM2189,PC-5143,Logon
{F0K6-S4LF98DJ-2284HKYI},2011-05-02 07:47:00,MDD1920,PC-0515,Logon
{B5K3-X4KL65CK-2110BENG},2011-05-02 07:47:00,MKO0749,PC-5607,Logon
{T6U4-X7XH47AL-8438GOSK},2011-05-02 07:47:00,MMW1927,PC-8869,Logon
{Y0E8-B6IH99AX-8314OURG},2011-05-02 07:47:00,MWH1018,PC-1727,Logon
{H7S3-S3IG31UE-5712DDQG},2011-05-02 07:47:00,NTH2822,PC-2380,Logon
{F1Z9-W1UZ08ZK-1103NBGB},2011-05-02 07:47:00,OVM1496,PC-9813,Logon
{Q3I9-G9AJ01OD-2617PRIO},2011-05-02 07:47:00,PJC1252,PC-7983,Logon
{M4Q4-R4LN74VQ-8294BDDU},2011-05-02 07:47:00,QJA3887,PC-7582,Logon
{C6X3-E0OI32TB-8201PZAA},2011-05-02 07:47:00,RBB3867,PC-6108,Logon
{R2V6-L0QD48GW-9609UUNF},2011-05-02 07:47:00,RCM1372,PC-5869,Logon
{N4T9-X3GH59JU-9700JIOE},2011-05-02 07:47:00,RRH3057,PC-7121,Logon
{N5L2-Z0IU31II-1469EDJY},2011-05-02 07:47:00,SAM3855,PC-2428,Logon
{T5S9-J2OY03NB-1216JGDZ},2011-05-02 07:47:00,SER0621,PC-5436,Logon
{Y7K1-E1GP08II-1305ARXW},2011-05-02 07:47:00,SES2670,PC-9297,Logon
{P8I8-F8WX66IU-4376YGLL},2011-05-02 07:47:00,SJS1415,PC-7414,Logon
{D6G4-E4XM68OS-0255YPKM},2011-05-02 07:47:00,SME0418,PC-5619,Logon
{Y3G3-X5HK32WC-6198FUZS},2011-05-02 07:47:00,SPW0753,PC-2009,Logon
{M8M0-H1EV50WM-2370HFBE},2011-05-02 07:47:00,TAD1414,PC-5028,Logon
{P9J5-U6AV08BD-7937EXAS},2011-05-02 07:47:00,TGC1489,PC-6406,Logon
{E7G4-D2OL30WK-0760ABYC},2011-05-02 07:47:00,TMB1474,PC-1865,Logon
{E5W3-M1OK26BB-0027RDOU},2011-05-02 07:47:00,TQR3104,PC-5768,Logon
{K2M5-H2TQ34MX-8374DBHU},2011-05-02 07:47:00,VAC3966,PC-1907,Logon
{W6D8-S1UG18KG-0009ARKO},2011-05-02 07:47:00,VKM1515,PC-4728,Logon
{H0X6-N6NB28FO-2351PXRW},2011-05-02 07:47:00,WNO1466,PC-3303,Logon
{I6E5-S9HF71GK-7909EXBS},2011-05-02 07:47:00,YFT1382,PC-9907,Logon
{W5H8-P7DO64HY-6276SOFM},2011-05-02 07:47:00,ZAW3833,PC-3912,Logon
{I5G3-I9WJ42GP-8721PSLX},2011-05-02 07:47:15,CAG3049,PC-0822,Logon
{Z3R8-I3GU08CL-3290OIDY},2011-05-02 07:48:00,ABH1181,PC-6343,Logon
{M3L3-N8MS24TD-4800ENXJ},2011-05-02 07:48:00,ACM3964,PC-7773,Logon
{S6H8-Z6JV42VF-8940IKQA},2011-05-02 07:48:00,ACW1707,PC-0775,Logon
{T3T4-B2PK63BQ-2434FRZL},2011-05-02 07:48:00,ADC1469,PC-7234,Logon
{U8K5-X9GD76FA-2514JZGC},2011-05-02 07:48:00,AGW1590,PC-7132,Logon
{H1K7-Q1FT18BM-7324PDFU},2011-05-02 07:48:00,AJB1380,PC-3876,Logon
{K4K1-F0NU19GC-7230INCR},2011-05-02 07:48:00,AME1361,PC-4843,Logon
{U2I3-R4JW73HP-8893IOUE},2011-05-02 07:48:00,AMS0630,PC-4003,Logon
{M4O4-C2XW23EG-5182KRUQ},2011-05-02 07:48:00,BDP0031,PC-4954,Logon
{L3S6-G0JV80ID-8371AWXV},2011-05-02 07:48:00,BJC0366,PC-9899,Logon
{I9G5-P3BP56JQ-7089QNSS},2011-05-02 07:48:00,BKF0427,PC-1084,Logon
{J9V8-W9AT22ED-4673SSGW},2011-05-02 07:48:00,BLS3327,PC-7493,Logon
{V8B6-Q3KR16IV-7586IQSQ},2011-05-02 07:48:00,BYL2133,PC-2082,Logon
{G6G7-V7WC10MJ-4306ONIZ},2011-05-02 07:48:00,CBB3018,PC-7702,Logon
{A8J1-F7NP44HZ-4152GDZX},2011-05-02 07:48:00,CCT2165,PC-2738,Logon
{C0U8-A8AR11GM-2228OFCG},2011-05-02 07:48:00,CJS1932,PC-6206,Logon
{L0A6-F3FQ96JS-2107FCTH},2011-05-02 07:48:00,CKH0705,PC-1418,Logon
{N5B4-I7QC70NM-6171WTGD},2011-05-02 07:48:00,CTP3877,PC-4397,Logon
{Y4T5-N7VL78KD-2873NLBJ},2011-05-02 07:48:00,DQS0752,PC-4133,Logon
{V5E5-Z7YS72TF-7416DHNU},2011-05-02 07:48:00,FXD3105,PC-7615,Logon
{Z8V1-X2ES08YV-3128ZVXQ},2011-05-02 07:48:00,HBM2126,PC-6386,Logon
{G9G8-P3JP32PE-5819IIRF},2011-05-02 07:48:00,HCO3108,PC-5337,Logon
{D4Y7-Y7JI87HJ-5958IEZM},2011-05-02 07:48:00,HMM2628,PC-4056,Logon
{G1N4-U9IB16UM-6306LSPB},2011-05-02 07:48:00,HUM0431,PC-1451,Logon
{F8M4-H5OB70GH-9428NPBS},2011-05-02 07:48:00,IAG2742,PC-4593,Logon
{G5Z9-K5FS69ZX-6805VPKM},2011-05-02 07:48:00,IIW0361,PC-3467,Logon
{S8R9-Z0CD74SJ-8634SUUN},2011-05-02 07:48:00,IPB1935,PC-6801,Logon
{N5H6-E8HY02HY-4705VRJX},2011-05-02 07:48:00,IRT2811,PC-1510,Logon
{D1L4-A3ZZ46PG-9911LPDO},2011-05-02 07:48:00,IRW2130,PC-7744,Logon
{A9X5-Q7BE81VC-0912AYAY},2011-05-02 07:48:00,JJY3112,PC-4898,Logon
{E7G7-Q6HL90LZ-3088HPVZ},2011-05-02 07:48:00,JRP0250,PC-4959,Logon
{L0O6-Q6QR63OY-3977KFEF},2011-05-02 07:48:00,JSJ2743,PC-3591,Logon
{G4A1-J5DO29IZ-6642XRIP},2011-05-02 07:48:00,KCG0979,PC-7422,Logon
{F0C2-T7TG57RB-5862FGPX},2011-05-02 07:48:00,KCR2291,PC-1603,Logon
{C8P4-S9VU92CM-2801OKNR},2011-05-02 07:48:00,KLG0439,PC-0698,Logon
{V4U1-I5BP53ZT-8566IXOE},2011-05-02 07:48:00,KSW0206,PC-4396,Logon
{M8W0-H1JL78UX-4287XNKF},2011-05-02 07:48:00,LBF1992,PC-7796,Logon
{W8L8-S5NA27NR-9580CNYW},2011-05-02 07:48:00,LBR1387,PC-1319,Logon
{I1K6-L0BH17NN-9609VTEU},2011-05-02 07:48:00,LMD2804,PC-0617,Logon
{M2K7-L0CI03GT-3375YNPC},2011-05-02 07:48:00,LRT0447,PC-8425,Logon
{M7C9-H1KV19XR-2592TLSV},2011-05-02 07:48:00,MCR3885,PC-2721,Logon
{V0T7-N5LS34SH-1825LVMP},2011-05-02 07:48:00,MJC1471,PC-8731,Logon
{N9S3-Q6RL39GD-6766LGXN},2011-05-02 07:48:00,MVB3343,PC-7814,Logon
{L3I9-X0KB54TJ-0973BNAD},2011-05-02 07:48:00,MXG0821,PC-6707,Logon
{U9S8-T6LL62GV-8128BHOF},2011-05-02 07:48:00,NJM0440,PC-0411,Logon
{J0I8-T7CV55ED-0235DQPJ},2011-05-02 07:48:00,OCH2853,PC-2512,Logon
{N2S2-M0CS01AC-4054AQRL},2011-05-02 07:48:00,OHF0078,PC-0296,Logon
{G9U7-M4MT77YK-1650NSHS},2011-05-02 07:48:00,OKF2007,PC-1957,Logon
{E5I4-Y4VP32OQ-8313TQBN},2011-05-02 07:48:00,OXS0363,PC-5865,Logon
{F5F8-V2JF53RO-9794NULT},2011-05-02 07:48:00,PWG3063,PC-5555,Logon
{F8E6-N9MG82XL-9027KTEZ},2011-05-02 07:48:00,RAC0362,PC-1584,Logon
{G7P0-D7EQ26QC-2766ONIY},2011-05-02 07:48:00,RGM3111,PC-1939,Logon
{A0E4-N8FC25HS-0139DAYO},2011-05-02 07:48:00,SBO3115,PC-9404,Logon
{K7B2-C8AB91WK-6718JHVU},2011-05-02 07:48:00,SCL0022,PC-3317,Logon
{W6F0-X6WT34BN-8539LKMT},2011-05-02 07:48:00,TAW2664,PC-6853,Logon
{F0R8-L6US63TY-9656TSPJ},2011-05-02 07:48:00,TJM3340,PC-1221,Logon
{J1U1-M5KE52ZA-9410YBMY},2011-05-02 07:48:00,TLW2668,PC-8333,Logon
{X3W2-G0LM96NQ-8054HGQB},2011-05-02 07:48:00,TWH1178,PC-9304,Logon
{U3O4-F2CA19BQ-0383QMAA},2011-05-02 07:48:00,VHH0485,PC-0827,Logon
{S8Z1-S7HP34GG-3506AKOX},2011-05-02 07:48:00,VJB1928,PC-7171,Logon
{W1R6-D3BK71WR-7782BSGK},2011-05-02 07:48:00,VNC1607,PC-7356,Logon
{G2V9-G8AD04KM-8540TEWR},2011-05-02 07:48:00,WKH1787,PC-8608,Logon
{M8L2-D3DE57SY-4264KWUR},2011-05-02 07:48:00,WNW2002,PC-6583,Logon
{A4B7-Q6EV35JJ-3803YLDL},2011-05-02 07:48:00,XCJ0023,PC-9020,Logon
{J0Y1-O6SI99TY-0032LLLY},2011-05-02 07:48:00,ZAF3065,PC-6389,Logon
{U8S7-T7FF01TD-7158TMCK},2011-05-02 07:48:00,ZCE3578,PC-9056,Logon
{A7Z7-Z1TL23RJ-4953QPCV},2011-05-02 07:49:00,AMA2808,PC-3872,Logon
{Z2A9-G1ZK54YE-7508UQBO},2011-05-02 07:49:00,APA1788,PC-5022,Logon
{L0K1-T0IA68EF-4481XIHE},2011-05-02 07:49:00,BRJ2151,PC-1551,Logon
{Q0N3-J2VQ88VR-1610CSMB},2011-05-02 07:49:00,BYC3970,PC-0790,Logon
{B6G3-L9XC85MH-7553UPKR},2011-05-02 07:49:00,CDW2000,PC-5957,Logon
{V1B7-L1FW48CU-0721NKYO},2011-05-02 07:49:00,CHH3583,PC-5554,Logon
{K1N6-S1ZB18DR-0989PKQP},2011-05-02 07:49:00,CRT2273,PC-1815,Logon
{E4Z1-K2GG68XP-9210KHLM},2011-05-02 07:49:00,DAL1943,PC-4763,Logon
{A2K4-C2AK68ZJ-6915VTMA},2011-05-02 07:49:00,DJH1506,PC-8917,Logon
{Z3U8-O2YA20NC-0711ECCC},2011-05-02 07:49:00,DRF1498,PC-9560,Logon
{D6S0-O8YK95YH-3702VPCP},2011-05-02 07:49:00,DTT1716,PC-2558,Logon
{V8T0-I7PO33PR-8642CSOZ},2011-05-02 07:49:00,ECA0976,PC-0583,Logon
{C1Q6-U6PR65KF-0334AAEB},2011-05-02 07:49:00,EPC3889,PC-1409,Logon
{U5Z8-L7MO17CF-2363OFED},2011-05-02 07:49:00,FBD2277,PC-3778,Logon
{L9P0-M0HJ62BQ-6415ZXYB},2011-05-02 07:49:00,FNB1512,PC-9503,Logon
{S4Y1-R0LG62JU-8573JTGJ},2011-05-02 07:49:00,GCH0735,PC-7657,Logon
{W5L4-L2YW03JK-8151BVLF},2011-05-02 07:49:00,GLB0419,PC-0340,Logon
{N3W1-R6IF04VO-8640OEQE},2011-05-02 07:49:00,GNG2812,PC-0923,Logon
{G3O0-J7ZP21LX-2573LPUW},2011-05-02 07:49:00,HZM3056,PC-8827,Logon
{O7R7-Y2TC67KN-7352LJBH},2011-05-02 07:49:00,IGP1784,PC-9601,Logon
{J5Z4-V2HT11KZ-0367DVBK},2011-05-02 07:49:00,IHS0816,PC-3157,Logon
